Cities,Abbr
"Tasu, BC [Tasu Water Aerodrome], Canada",YTU
"Tatakoto, French Polynesia",TKV
"Tatitlek, AK [Tatitlek Seaplane Base], USA",TEK
"Tau Island [Tau Seaplane Base], American Samoa",TAV
"Taupo, New Zealand",TUO
"Tauramena, Colombia",TAU
"Tauranga, New Zealand",TRG
"Tauta, Papua New Guinea",TUT
"Taveuni, Fiji",TVU
"Tavoy, Myanmar",TVY
"Tawa, Tibet, China",TWY
"Tawau, Sabah, Malaysia",TWU
"Tawi Tawi, Philippines",TWT
"Taylor, AK [Taylor Airport], USA",TWE
"Taylor, AZ [Taylor Airport], USA",TYZ
"Tbilisi, Abkhazia [Novoalexeyevka], Georgia",TBS
"Tchibanga, Gabon",TCH
"Tchien, Liberia",THC
"Te Anau, New Zealand",TEU
"Tebessa, Algeria",TEE
"Tees Side, United Kingdom",MME
"Tefe, MA, Brazil",TFF
"Tegucigalpa [Toncontin], Honduras",TGU
"Tehachapi, CA [Tehachapi Municipal Airport], USA",TSP
"Teheran (Theran) [Mehrabad/Qualeh Morgeh Airport], Iran",THR
"Tehuacan, Mexico",TCN
"Tekadu, Papua New Guinea",TKB
"Tekamah, NE [Tekamah Municipal Airport], USA",TQE
"Tekin, Papua New Guinea",TKW
"Tel Aviv [Ben Gurion], Israel",TLV
"Tel Aviv, [Sde Dov], Israel",SDV
"Tela, Honduras",TEA
"Telefomin, Papua New Guinea",TFM
"Telegraph Creek, BC [Telegraph Creek Aerodrome], Canada",YTX
"Telemaco Borba, PR, Brazil",TEC
"Telfer, Western Australia, Australia",TEF
"Telida, AK, USA",TLF
"Teller, AK [Teller Airport], USA",TLA
"Telluride, CO [Telluride Regional Airport], USA",TEX
"Telluride, CO, USA",ZTL
"Telupid, Malaysia",TEL
"Teminabuan, Indonesia",TXM
"Temora, New South Wales, Australia",TEM
"Temple, TX [Draughon-Miller Municipal Airport], USA",TPL
"Temuco, Chile",ZCO
"Tenakee Springs, AK [Tenakee Air Force Base], USA",TKE
"Tenerife, Canary Islands [Los Rodeos], Spain",TFN
"Tenerife, Canary Islands, Spain",TCI
"Tengah [Tengah RAF Station], Singapore",TGA
"Tenkodogo, Burkina Faso",TEG
"Tennant Creek, Northern Territory, Australia",TCA
"Teofilo Otoni, MG, Brazil",TFL
"Tepic, Mexico",TPQ
"Teptep, Papua New Guinea",TEP
"Terapo, Papua New Guinea",TEO
"Terceira, Azores [Aeroporto das Lajes], Portugal",TER
"Terceira, Azores [Lajes Naval Air Station], Portugal",LFB
"Teresina, PI, Brazil",THE
"Teresopolis, RJ, Brazil",QHT
"Termiz (Termes), Surkhondaryo, Uzbekhistan",TMZ
"Ternate, Indonesia",TTE
"Ternopil (Ternopol), Ternopil, Ukraine",TNL
"Terrace Bay, ON [Terrace Bay Airport], Canada",YTJ
"Terrace, BC [Terrace Airport], Canada",YXT
"Terre de Bas, Guadeloupe",HTB
"Terre Haute, IN [Hulman Regional Airport], USA",HUF
"Terrell, TX [Terrell Municipal Airport], USA",TRL
"Terror Bay, AK [Terror Bay Seaplane Base], USA",KTY
"Teslin, YT [Teslin Airport], Canada",YZW
"Tessenei, Ethiopia",TES
"Tete-a-la-Baleine, QC [Water Aerodrome], Canada",ZTB
"Tete [Chingozi], Mozambique",TET
"Tete, Mozambique",TCV
"Tetebedi, Papua New Guinea",TDB
"Teterboro, NJ [Teterboro Airport], USA",TEB
"Tetiaroa Island, French Polynesia",TTI
"Tetlin, AK [Tetlin Airport], USA",TEH
"Tetouan (Tetuan) [Sania Ramel], Morocco",TTU
"Tewantin, Queensland, Australia",TWN
"Texarkana, AR [Texarkana Regional Airport-Webb Field], USA",TXK
"Tezpur, India",TEZ
"Tezu, India",TEI
"Thaba'Nchu, South Africa",TCU
"Thaba Tseka, Lesotho",THB
"Thakhek, Laos",THK
"Thakurgaon, Bangladesh",TKR
"Thangool/Biloela, Queensland, Australia",THG
"Thanjavur, India",TJV
"Thargomindah, Queensland, Australia",XTG
"The Bight, Bahamas",TBI
"The Dalles, OR [The Dalles Municipal Airport], USA",DLS
"The Pas, MB [The Pas Airport], Canada",YQD
"Theodore, Queensland, Australia",TDR
"Thermal, CA [Thermal Airport], USA",TRM
"Thermopolis, WY USA",THP
"Thessaloniki (Saloniki) [Mikra], Greece",SKG
"Thicket Portage, MB [Thicket Portage Airport], Canada",YTD
"Thief River Falls, MN [Thief River Falls Regional Airport], USA",TVF
"Thingeyri, Iceland",TEY
"Thisted, Denmark",TED
"Thohoyandou, Venda, South Africa",THY
"Thomaston, GA [Reginald Grant Memorial Airport], USA",RGD
"Thomasville, GA [Thomasville Municipal Airport], USA",TVI
"Thompson Falls, MT [Thompson Falls Airport], USA",THM
"Thompson, MB [Thompson Airport], Canada",YTH
"Thorne Bay, AK [Thorne Bay Seaplane Base], USA",KTB
"Thorshofn, Iceland",THO
"Thousand Oaks, CA [R I Science Center Helistop], USA",JTO
"Thredbo, New South Wales, Australia",QTH
"Three Rivers, MI [Three Rivers Mun. Airport], USA",HAI
"Thule [Thule Air Base], Greenland",THU
"Thumrait, Oman",TTH
"Thunder Bay, ON [Thunder Bay Airport], Canada",YQT
"Thursday Island, Queensland [Horn Island Airport], Australia",TIS
"Thylungra, Queensland, Australia",TYG
"Tianjin [Zhangguizhuang], China",TSN
"Tiaret [Bou Chekif], Algeria",TID
"Tibooburra, New South Wales, Australia",TYB
"Tibu, Colombia",TIB
"Tichitt, Mauritania",THI
"Tidjikja, Mauritania",TIY
"Tifton, GA [Henry Tift Myers Airport], USA",TMA
"Tiga, New Caledonia",TGJ
"Tignes, France",TGF
"Tijuana [General Abelardo L. Rodriguez], Mexico",TIJ
"Tikal, Guatemala",TKM
"Tikapur, Nepal",TPU
"Tikchik, AK [Tikchik Lodge], USA",KTH
"Tikehau Atoll, French Polynesia",TIH
"Tiko, Cameroon",TKC
"Tiksi, Yakutia-Sakha [Bukhta Tiksi Ice Strip], Russia",IKS
"Tilfalmin, Papua New Guinea",TFA
"Tilin, Myanmar",TIO
"Timaru, New Zealand",TIU
"Timbauba, PE, Brazil",QTD
"Timbedra, Mauritania",TMD
"Timber Creek, Australia",TBK
"Timbiqui, Colombia",TBD
"Timbunke, Papua New Guinea",TBE
"Timika (Timuka)/Tembagapura, New Guinea, Indonesia",TIM
"Timimoun, Algeria",TMX
"Timisoara [Giarmata], Romania",TSR
"Timmins, ON [Timmins Airport], Canada",YTS
"Tin City, AK [Tin City LRRS], USA",TNC
"Tinak [Tinak Airport], Marshall Islands",TIC
"Tindouf, Algeria",TIN
"Tingo Maria, Peru",TGI
"Tingwon, Papua New Guinea",TIG
"Tinian (Peipeinimaru) [West Tinian Airport], Mariana Islands",TIQ
"Tioga, ND [Tioga Municipal Airport], USA",VEX
"Tiom, New Guinea, Indonesia",TMY
"Tioman, Malaysia",TOD
"Tippi, Ethiopia",TIE
"Tiputini, Ecuador",TPN
"Tirana, Albania",TIA
"Tiree Island, United Kingdom",TRE
"Tirgu Mures [Vidrasau], Romania",TGM
"Tirija (Tarija) [Capitan Oriellea Plaza], Bolivia",TJA
"Tirinkot, Afghanistan",TII
"Tiruchirapally, India",TRZ
"Tirupati, India",TIR
"Tisdale, SK [Tisdale Aerodrome], Canada",YTT
"Titusville, FL [Space Center Executive Airport], USA",TIX
"Tivat, Yugoslavia",TIV
"Tizimin, Mexico",TZM
"Tlemcen (Tilimsen) [Zenata], Algeria",TLM
"Tlokoeng, Lesotho",TKO
"Tobago (Scarborough), Tobago Is. [Crown], Trinidad & Tobago",TAB
"Tobermory, United Kingdom",TYP
"Tobol'sk, Tyumen, Russia",TOX
"Tobruk, Libya",TOB
"Tocache, Peru",TCG
"Toccoa, GA [Toccoa R. G. Letourneau Field], USA",TOC
"Tocoa, Honduras",TCF
"Tocopilla, Chile",TOQ
"Tocumwal, New South Wales, Australia",TCW
"Tofino, BC [Tofino Airport], Canada",YAZ
"Tofino, BC [Tofino Water Aerodrome], Canada",YTP
"Togiak Fish, AK, USA",GFB
"Togiak, AK [Togiak Airport], USA",TOG
"Tok, AK [Tok Airport], USA",TKJ
"Tokeen, AK [Tokeen Seaplane Base], USA",TKI
"Toksook Bay, AK [Toksook Bay Airport], USA",OOK
"Tokuno Shima, Japan",TKN
"Tokushima, Japan",TKS
"Tokyo [Haneda], Japan",HND
"Tokyo [Metropolitan Area], Japan",TYO
"Tokyo [Narita], Japan",NRT
"Tol, Papua New Guinea",TLO
"Toledo, OH [Metcalf Field], USA",TDZ
"Toledo, OH [Toledo Express Airport], USA",TOL
"Toledo, PR, Brazil",QTO
"Toledo, PR, Brazil",TOW
"Toledo, WA [Winlock Ed Carlson Memorial Field], USA",TDO
"Tolitoli, Indonesia",TLI
"Tolu, Colombia",TLU
"Toluca [Licenciado Adolfo Lopez Mateos], Mexico",TLC
"Tom Price, Western Australia, Australia",TPR
"Tomanggong, Malaysia",TMG
"Tombouctou, Mali",TOM
"Tompkinsville, KY [Tompkinsville-Monroe County Airport], USA",TZV
"Tomsk, Tomsk [Bogashevo], Russia",TOF
"Tonghua, China",TNH
"Tongliao, China",TGO
"Tongoa, Vanuatu",TGH
"Tonopah, NV [Tonopah Airport], USA",TPH
"Tonopah, NV [Tonopah Test Range Airport], USA",XSU
"Tonu, Papua New Guinea",TON
"Toowoomba, Queensland, Australia",TWB
"Topeka, KS [Forbes Field], USA",FOE
"Topeka, KS [Philip Billard Municipal Airport], USA",TOP
"Torino (Turin) [Caselle], Italy",TRN
"Torokina, Papua New Guinea",TOK
"Toronto, ON [Buttonville Airfield], Canada",YKZ
"Toronto, ON [Downsview Airport], Canada",YZD
"Toronto, ON [Lester B. Pearson International Airport], Canada",YYZ
"Toronto, ON [Metropolitan Area], Canada",YTO
"Toronto, ON [Toronto Downtown Heliport], Canada",YBZ
"Toronto, ON [Toronto Island Airport], Canada",YTZ
"Tororo, Uganda",TRY
"Torrance, CA [Torrance Municipal Airport], USA",TOA
"Torremolinos, Spain",UTL
"Torreon, Mexico",TRC
"Torres, Vanuatu",TOH
"Torrington, WY [Torrington Municipal Airport], USA",TOR
"Torsby [Fryklanda], Sweden",TYF
"Tortola [Road Town Seaplane Base], British Virgin Islands",RAD
"Tortola, Beef Is., British Virgin Islands",EIS
"Tortoli, Sardinia, Italy",TTB
"Tortuquero, Costa Rica",TTQ
"Torwood, Queensland, Australia",TWP
"Totness, Suriname",TOT
"Tottori, Japan",TTJ
"Touba, Ivory Coast",TOZ
"Tougan, Burkina Faso",TUQ
"Touggourt [Sidi Mahdi], Algeria",TGR
"Touho, New Caledonia",TOU
"Toulon/Hyeres [La Palyvestre], France",TLN
"Toulouse [Blagnac], France",TLS
"Tour Sinai City, Egypt",ELT
"Tours [Saint-Symphorien], France",TUF
"Toussus-Le-Noble, France",TNF
"Townsville, Queensland, Australia",TSV
"Toyama, Japan",TOY
"Tozeur [Nefta], Tunisia",TOE
"Trabzon [Trabzon Air Base], Turkey",TZX
"Tracy, CA [Tracy Municipal Airport], USA",TCY
"Trang, Thailand",TST
"Trapani [Birgi], Italy",TPS
"Trapani, Papua New Guinea",TPI
"Traralgon, Victoria, Australia",TGN
"Traverse City, MI [Cherry Capital Airport], USA",TVC
"Treasure Cay, Abaco, Bahamas",TCB
"Tree Point, AK, USA",TRP
"Treinta y Tres, Uruguay",TYT
"Trelew [Almirante Zar], Argentina",REL
"Tremonton, UT [Tremonton Municipal Airport], USA",TRT
"Trenton, MO [Trenton Municipal Airport], USA",TRX
"Trenton, NJ [Mercer County Airport], USA",TTN
"Trenton, ON [Trenton Airport], Canada",YTR
"Trenton, TN [Gibson County Airport], USA",TGC
"Tres Arroyos, Argentina",OYO
"Tres Coracoes, MG, Brazil",QID
"Tres Esquinas, Colombia",TQS
"Tres Lagoas, MT, Brazil",WKU
"Tres Rios, RJ, Brazil",QIH
"Treviso [Heliport], Italy",QTV
"Treviso [S. Angelo], Italy",TSF
"Tri-Cities (Bristol/Johnson City/Kingsport), TN USA",TRI
"Trieste [Ronchi dei Legionari], Italy",TRS
"Trigo de Morais, Mozambique",TGS
"Trincomalee, Sri Lanka",TRR
"Trinidad [Teniente Jorge Henrich Arauz], Bolivia",TDD
"Trinidad, CO [Perry Stokes Airport], USA",TAD
"Trinidad, Colombia",TDA
"Trinidad, Cuba",TND
"Triple Island, BC, Canada",YTI
"Tripoli [Idris], Libya",TIP
"Tripoli, Lebanon",KYE
"Trivandrum [International], India",TRV
"Trois-Rivieres, QC [Trois-Rivieres Airport], Canada",YRQ
"Trollhattan, Sweden",THN
"Tromso [Langnes], Norway",TOS
"Trona, CA [Trona Airport], USA",TRH
"Trondheim [Vaernes], Norway",TRD
"Troy, AL [Troy Municipal Airport], USA",TOI
"Truckee, CA [Truckee-Tahoe Airport], USA",TKF
"Trujillo, Honduras",TJI
"Trujillo, Peru",TRU
"Truk Island (Weno Island) [Chuuk International Airport], Micronesia",TKK
"Truth or Consequences, NM USA",TCS
"Tsaratanana, Madagascar",TTS
"Tsewi, Papua New Guinea",TSW
"Tshikapa, Zaire",TSH
"Tshipise, South Africa",TSD
"Tsili Tsili, Papua New Guinea",TSI
"Tsiroanomandidy, Madagascar",WTS
"Tsumeb, Namibia",TSB
"Tsushima, Japan",TSJ
"Tuba City, AZ [Tuba City Airport], USA",TBC
"Tubala, Panama",TUW
"Tubuai, Tubuai Islands, French Polynesia",TUB
"Tucson, AZ [Avra Valley Airport], USA",AVW
"Tucson, AZ [Davis-Monthan Air Force Base], USA",DMA
"Tucson, AZ [Tucson International Airport], USA",TUS
"Tucuma, Brazil",TUZ
"Tucuman (San Miguel Tucuman) [Teniente Ben Matienz], Argentina",TUC
"Tucumcari, NM [Tucumcari Municipal Airport], USA",TCC
"Tucupita, Venezuela",TUV
"Tucurui, PA, Brazil",TUR
"Tufi, Papua New Guinea",TFI
"Tuguegarao, Philippines",TUG
"Tuktoyaktuk, NT [Tuktoyaktuk Airport], Canada",YUB
"Tulagi, Solomon Islands",TLG
"Tulare, CA [Mefford Field], USA",TLR
"Tulcan [El Rosal-Col. L.M. Guerrero], Ecuador",TUA
"Tulcea, Romania",TCE
"Tulear, Madagascar",TLE
"Tuli Lodge, Botswana",TLD
"Tullahoma, TN [Arnold Air Force Base], USA",TUH
"Tullahoma, TN [Regional Airport/Wm Northern Field], USA",THA
"Tulsa, OK [Richard Lloyd Jones Jr. Airport], USA",RVS
"Tulsa, OK [Tulsa International Airport], USA",TUL
"Tulua, Colombia",ULQ
"Tulugak, Canada",YTK
"Tuluksak, AK [Tuluksak Airport], USA",TLT
"Tulum, Mexico",TUY
"Tum, Ethiopia",TUJ
"Tumaco, Colombia",TCO
"Tumbang Samba, Indonesia",TBM
"Tumbes, Peru",TBP
"Tumbler Ridge, BC [Tumbler Ridge Aerodrome], Canada",TUX
"Tumeremo, Venezuela",TMO
"Tumlingtar, Nepal",TMI
"Tumolbil, Papua New Guinea",TLP
"Tumut, New South Wales, Australia",TUM
"Tungsten, NT [Catung Aerodrome], Canada",TNS
"Tunis [Carthage Airport], Tunisia",TUN
"Tuntatuliak, AK, USA",WTL
"Tununak, AK [Tununak Airport], USA",TNK
"Tunxi, China",TXN
"Tupelo, MS [Tupelo Municipal-C.D. Lemons Airport], USA",TUP
"Tupile, Panama",TUE
"Turaif, Saudi Arabia",TUI
"Turbat, Pakistan",TUK
"Turbo, Colombia",TRB
"Tureia, French Polynesia",ZTA
"Turkey Creek, Western Australia, Australia",TKY
"Turku, Finland",TKU
"Turtle Island, Fiji",TTL
"Tuscaloosa, AL [Tuscaloosa Municipal Airport], USA",TCL
"Tuskegee, AL [Moton Field Municipal Airport], USA",TGE
"Tustin, CA [Tustin Marine Corps Air Station], USA",NTK
"Tuxekan Island, AK [Nichin Cove Seaplane Base], USA",WNC
"Tuxpan, Mexico",WIX
"Tuxtla Gutierrez, Mexico",TGX
"Tuxtla Gutierrez, Mexico",TGZ
"Tuy Hoa, Vietnam",TBB
"Tver (Kalinin), Tver [Micalovo], Russia",KLD
"Twentynine Palms, CA [Twentynine Palms Airport], USA",TNP
"Twentynine Palms, CA USA",NXP
"Twin Falls, ID USA",TWF
"Twin Hills, AK [Twin Hills Airport], USA",TWA
"Two Harbors, MN [Richard B. Helgeson Airport], USA",TWM
"Tyler, TX [Tyler Pounds Field], USA",TYR
"Tyonek, AK [Tyonek Airport], USA",TYE
"Tyumem, Tyumen [Plekhanova], Russia",TJM
"Tzaneen, South Africa",LTA
"U-Taphao (Utapao), Pattaya [Rayong], Thailand",UTP
"Ua Huka, Marquesas Islands, French Polynesia",UAH
"Ua Pu, Marquesas Islands, French Polynesia",UAP
"Uaxactun, Guatemala",UAX
"Ubatuba, Brazil",UBT
"Ube, Japan",UBJ
"Uberaba, MG, Brazil",UBA
"Uberlandia, MG, Brazil",UDI
"Ubon Ratchathni, Thailand",UBP
"Uchiza, Peru",UCZ
"Udaipur, India",UDR
"Udine [Rivolto], Italy",UDN
"Udomxay, Laos",UDO
"Udon Thani, Thailand",UTH
"Ufa, Bashkortostan, Russia",UFA
"Uganik, AK, USA",UGI
"Ugashik, AK [Ugashik (New) Airport], USA",UGA
"Uherske Hradiste, Slovakia",UHE
"Uige, Angola",UGO
"Ujae Island, Marshall Islands",UJE
"Ujung Pandang [Hasanuddin], Indonesia",UPG
"Ukhta, Komi [Ust-Ukhta], Russia",UCT
"Ukiah, CA [Ukiah Municipal Airport], USA",UKI
"Ul Kmars, Kuwait",ULK
"Ulan Bator, Mongolia",ULN
"Ulan Ude, Buryatia [Mukhino], Russia",UUD
"Ulanhot, China",HLH
"Ulei, Vanuatu",ULB
"Ulithi Island [Ulithi Airport], Micronesia",ULI
"Ulm, Germany",QUL
"Ulsan, South Korea",USN
"Ulundi, South Africa",ULD
"Umba, Papua New Guinea",UMC
"Umea, Sweden",UME
"Umiat, AK [Umiat Airport], USA",UMT
"Umiujaq, QC, Canada",YUD
"Umm Alquwain, United Arab Emirates",QIW
"Umnak Island, AK, USA",UNS
"Umnak, AK, USA",UMB
"Umtata, Transkei, South Africa",UTT
"Umuarama, PR, Brazil",UMU
"Unalakleet, AK [Unalakleet Airport], USA",UNK
"Unalaska, AK, USA",UNL
"Unayzah, Saudi Arabia",UZH
"Undarra, Australia",UDA
"Unguia, Colombia",UNC
"Uniao do Vitoria, PR, Brazil",QVB
"Union City, TN [Everett-Stewart Airport], USA",UCY
"Union Island, St. Vincent and the Grenadines",UNI
"Universal City/San Antonio, TX [Randolph Air Force Base], USA",RND
"Unst, Shetland Islands, United Kingdom",UNT
"Upala, Costa Rica",UPL
"Upavon, England, United Kingdom",UPV
"Upernavik, Greenland",JUV
"Upiara, Papua New Guinea",UPR
"Upington, South Africa",UTN
"Upland, CA [Cable Airport], USA",CCB
"Upland, CA [Cable Heliport], USA",JUP
"Upper Heyford, England [RAF Station], United Kingdom",UHF
"Uranium City, SK [Uranium City Airport], Canada",YBE
"Urgench, Karakalpakstan, Uzbekhistan",UGC
"Urgoon, Afghanistan",URN
"Uribe, Colombia",URI
"Uriman, Venezuela",URM
"Urmieh, Iran",OMH
"Urrao, Colombia",URR
"Uruapan, Mexico",UPN
"Urubupunga, MT, Brazil",URB
"Uruguaiana, RS [Rubem Berta], Brazil",URG
"Urumqi [Diwopu], China",URC
"Uruzgan, Afghanistan",URZ
"Useless Loop, Western Australia, Australia",USL
"Ushuaia, Argentina",USH
"Usino, Papua New Guinea",USO
"Usinsk, Russia",USK
"Ust'Ilimsk, Irkutsk, Russia",UIK
"Ustuop, Panama",UTU
"Utica, MI [Berz-Macomb Airport], USA",UIZ
"Utica, NY [Oneida County Airport], USA",UCA
"Utila Island, Honduras",UII
"Utirik [Utirik Island Airport], Marshall Islands",UTK
"Utopia Creek, AK [Indian Mountain LRRS], USA",UTO
"Utsunomiya, Japan",QUT
"Uttaradit, Thailand",UTR
"Uummannaq, Greenland",UMD
"Uvalde, TX [Garner Field], USA",UVA
"Uvol, Papua New Guinea",UVO
"Uyak, AK [Uyak Seaplane Base], USA",KUY
"Uyak, AK, USA",JUY
"Uzhgorod, Zakarpats'ka (Transcarpathia), Ukraine",UDJ
"Vaasa, Finland",VAA
"Vadsoe (Vadso), Norway",VDS
"Vaeroy, Norway",VRY
"Vahitahi, French Polynesia",VHZ
"Vail, CO [Vail Junction Heliport], USA",WHR
"Vail/Eagle, CO [Eagle County Regional Airport], USA",EGE
"Val d'Isere, France",VAZ
"Val d'Or, QC [Val d'Or Airport], Canada",YVO
"Valbonne, France",QVI
"Valcheta, Argentina",VCF
"Valdepenas, Spain",YDY
"Valdez, AK [Valdez Airport], USA",VDZ
"Valdivia, Chile",ZAL
"Valdosta, GA [Moody Air Force Base], USA",VAD
"Valdosta, GA [Valdosta Regional Airport], USA",VLD
"Valenca, BA, Brazil",VAL
"Valence, France",VAF
"Valencia [Zim Valencia Carabobo], Venezuela",VLN
"Valencia, Spain",VLC
"Valentine, NE [Miller Field], USA",VTN
"Valera, Venezuela",VLV
"Valesdir, Vanuatu",VLS
"Valladolid, Spain",VLL
"Valle de Pascua, Venezuela",VDP
"Valledupar, Colombia",VUP
"Vallejo, Mexico",VLO
"Vallenar, Chile",VLR
"Valles, Mexico",VAE
"Valparaiso, Chile",VAP
"Valparaiso, FL, USA",EGI
"Valparaiso, IN [Porter County Municipal Airport], USA",VPZ
"Valverde, Spain",VDE
"Van Horn, TX [Culberson County Airport], USA",VHN
"Van Wert, OH [Van Wert County Airport], USA",VNW
"Van, Turkey",VAN
"Vancouver (Boundary Bay), BC [Boundary Bay Airport], Canada",YDT
"Vancouver (Coal Harbour), BC Canada",CXH
"Vancouver, BC [New Westminster Water Aerodrome], Canada",YBD
"Vancouver, BC [Vancouver International Airport], Canada",YVR
"Vandalia, IL [Vandalia Municipal Airport], USA",VLA
"Vangrieng, Laos",VGG
"Vanimo, Papua New Guinea",VAI
"Vanji, China",VNJ
"Vannes, France",VNE
"Vanrook, Queensland, Australia",VNR
"Vanuabalavu, Fiji",VBV
"Varadero, Cuba",VRA
"Varanasi, India",VNS
"Vardo (Vardoe) [Svartnes], Norway",VAW
"Varginha, MG, Brazil",VAG
"Varkaus, Finland",VRK
"Varna, Bulgaria",VAR
"Varrelbusch, Germany",VAC
"Vasteras [Hasslo], Sweden",VST
"Vastervik, Sweden",VVK
"Vatomandry, Madagascar",VAT
"Vatukoula, Fiji",VAU
"Vatulele, Fiji",VTF
"Vava'u [Lupepau'u], Tonga",VAV
"Vaxjo, Sweden",VXO
"Vejle, Denmark",VEJ
"Velikiye Luki (Welikije Luki), Pskov, Russia",VEK
"Velikiye Luki, Pskov, Russia",VLU
"Venetie, AK [Venetie Airport], USA",VEE
"Venezia (Venice) [Marco Polo (Tessera)], Italy",VCE
"Venice, FL [Venice Municipal Airport], USA",VNC
"Veracruz [General Heriberto Jara], Mexico",VER
"Vermilion, AB [Vermilion Airport], Canada",YVG
"Vermillion, SD [Harold Davidson Field], USA",VMR
"Vernal, UT [Vernal Airport], USA",VEL
"Vernon, BC [Vernon Aerodrome], Canada",YVE
"Vero Beach, FL [Vero Beach Municipal Airport], USA",VRB
"Verona [Villafranca], Italy",VRN
"Versailles, France",VRS
"Versailles, OH [Darke County Airport], USA",VES
"Vestmannaeyjar, Iceland",VEY
"Vicenza [Trissino], Italy",VIC
"Vichadero, Uruguay",VCH
"Vichy [Charmeil], France",VHY
"Vicksburg, MS [Vicksburg Municipal Airport], USA",VKS
"Victoria de las Tunas, Cuba",QVT
"Victoria Falls, Zimbabwe",VFA
"Victoria River Downs, Northern Territory, Australia",VCD
"Victoria, BC [Victoria Inner Harbour Water Aerodrome], Canada",YWH
"Victoria, BC [Victoria International Airport], Canada",YYJ
"Victoria, Cameroon",VCC
"Victoria, Chile",ZIC
"Victoria, Honduras",VTA
"Victoria, New South Wales [Avalon Airport], Australia",AVV
"Victoria, TX [Victoria Regional Airport], USA",VCT
"Victorville, CA [George Air Force Base], USA",VCV
"Vidalia, GA [Vidalia Municipal Airport], USA",VDI
"Vidin, Bulgaria",VID
"Viedma [Gobernador Castello], Argentina",VDM
"Vientiane [Wattay], Laos",VTE
"Vieques [Vieques Airport], Puerto Rico",VQS
"View Cove, AK, USA",VCB
"Vigan, Philippines",VGN
"Vigo, Spain",VGO
"Vijayawada, India",VGA
"Vila Junqueiro, Mozambique",VJQ
"Vila Real, Portugal",VRL
"Vila Rica, Brazil",VLP
"Vila Velho, ES, Brazil",QVH
"Vilanculos, Mozambique",VNX
"Vilhelmina, Sweden",VHM
"Vilhena, RO, Brazil",BVH
"Villa Constitucion, Mexico",VIB
"Villa Dolores, Argentina",VDR
"Villa Gesell, Argentina",VLG
"Villa Mercedes, Argentina",VME
"Villa Montes, Bolivia",VLM
"Villagarzon, Colombia",VGZ
"Villahermosa [C.P.A. Carlos Rovirosa], Mexico",VSA
"Villavicencio [La Vanguardia], Colombia",VVC
"Vilnius, Lithuania",VNO
"Vina del Mar, Chile",KNA
"Vincennes, IN [O'Neal Airport], USA",OEA
"Vinh Long, Vietnam",XVL
"Vinnytsya, Vinnytsya, Russia",VIN
"Vinton, IA [Vinton Veterans Memorial Airpark], USA",VTI
"Viqueque, Indonesia",VIQ
"Virac, Philippines",VRC
"Virgin Gorda (Valley), Virgin Gorda, British Virgin Islands",VIJ
"Virgin Gorda, British Virgin Islands",NSX
"Virgin Islands [Virgin Islands Seaplane Base], U.S. Virgin Islands",XVI
"Virginia Beach, VA USA",NTU
"Viru, Solomon Islands",QVU
"Viru, Solomon Islands",VIU
"Visalia, CA [Visalia Municipal Airport], USA",VIS
"Visby, Sweden",VBY
"Viseu, Portugal",VSE
"Vishakhapatnam, India",VTZ
"Vitoria da Conquista, BA, Brazil",VDC
"Vitoria, ES, Brazil",VIX
"Vitoria, Spain",VIT
"Vitsyebsk (Vitebsk), Vitsyebsk, Belarus",VTB
"Vittel, France",VTL
"Vivigani, Papua New Guinea",VIV
"Vizag, India",VIZ
"Vladikavkaz, North Ossetia, Russia",OGZ
"Vladivostok, Primor'ye, Russia",VVO
"Vohemar, Madagascar",VOH
"Voinjama, Liberia",VOI
"Volgodonsk, Rostov, Russia",VLK
"Volgograd (Stalingrad), Volgograd, Russia",VOG
"Volos, Greece",VOL
"Volovan, Madagascar",WVV
"Volta Redonda, RJ, Brazil",QVR
"Vopnafjordur, Iceland",VPN
