Cities	Countries	Abbr	
St. Maarten (Marigot)	 Netherlands Antilles	MSB	
St. Maarten (Philipsburg) [Princes Juliana]	 Netherlands Antilles	SXM	
St. Maarten	 Netherlands Antilles	QSM	
St. Malo	 France	XSB	
St. Mary's	 AK [St. Mary's Airport]	KSM	
St. Mary's	 MD	XSM	
St. Marys	 PA [St. Marys Municipal Airport]	STQ	
St. Michael	 AK [St. Michael Airport]	SMK	
St. Paul's Mission	 Queensland	SVM	
St. Paul Island	 AK [St. Paul Island Airport]	SNP	
St. Paul	 AB [St. Paul Aerodrome]	ZSP	
St. Paul	 MN [St. Paul Downtown Holman Field]	STP	
St. Peter	 Germany	PSH	
St. Petersburg (Leningrad)	 Leningrad [Pulkowo-2]	LED	
St. Petersburg	 FL [Albert Whitted Airport]	SPG	
St. Petersburg	 FL USA	PIE	
St. Pierre	 St. Pierre & Miquelon	FSP	
St. Thomas	 ON [St. Thomas Airport]	YQS	
St. Tropez	 France	JSZ	
Staniel Cay	 Bahamas	TYM	
Stanley [Port Stanley]	 Falkland Islands	PSY	
Stanthorpe	 Queensland	SNH	
Stanton	 MN [Stanton Airfield]	SYN	
Stara Zagora	 Bulgaria	SZR	
Starcke	 Queensland	SQP	
Startford	 CT [Sikorsky Heliport]	JSD	
State College	 PA [University Park]	UNV	
State College	 PA	SCE	
Statesboro	 GA [Statesboro Municipal Airport]	TBR	
Statesville	 NC [Statesville Municipal Airport]	SVH	
Statwag	 Papua New Guinea	SWG	
Stauning	 Denmark	STA	
Staunton/Waynesboro/Harrisonburg	 VA USA	SHD	
Stavanger [Sola]	 Norway	SVG	
Staverton	 England	SVT	
Stavropol	 Stavropol	STW	
Stawell	 Victoria	SWC	
Ste-Anne-des-Monts	 QC	YSZ	
Ste. Marie	 Madagascar	SMS	
Steamboat Bay	 AK [Steamboat Bay Seaplane Base]	WSB	
Steamboat Springs (Hayden)	 CO [Yampa Valley Airport]	HDN	
Steamboat Springs	 CO [Bob Adams Field STOL]	SBS	
Stebbins	 AK [Stebbins Airport]	WBB	
Steenkool	 Indonesia	ZKL	
Stella Maris	 Long	SML	
Stephen Island	 Queensland	STF	
Stephenville	 NF [Stephenville Airport]	YJT	
Stephenville	 TX [Clark Field Municipal Airport]	SEP	
Sterling	 CO [Crosson Field]	STK	
Sterling/Rock Falls	 IL USA	SQI	
Steubenville	 OH [Jefferson County Airpark]	JFN	
Stevens Point	 WI [Stevens Point Municipal Airport]	STE	
Stevens Village	 AK [Stevens Village Airport]	SVS	
Stewart Island	 New Zealand	SZS	
Stewart	 BC [Stewart Airport]	ZST	
Stillwater	 OK [Stillwater Municipal Airport]	SWO	
Stockholm [Arlanda]	 Sweden	ARN	
Stockholm [Bromma]	 Sweden	BMA	
Stockholm [Metropolitan Area]	 Sweden	STO	
Stockholm	 Papua New Guinea	SMP	
Stockton	 CA [Stockton Metropolitan Airport]	SCK	
Stoelmanseiland	 Suriname	SMZ	
Stokmarknes [Skagen]	 Norway	SKN	
Stony Rapids	 SK [Stony Rapids Airport]	YSF	
Stony River	 AK [Stony River 2 Airport]	SRV	
Stord [Sorstukken]	 Norway	SRP	
Storm Lake	 IA [Storm Lake Municipal Airport]	SLB	
Stornway	 United Kingdom	SYY	
Storuman	 Sweden	SQO	
Stow	 MA [Minute Man Airfield]	MMN	
Stradbroke Island	 Queensland	SRR	
Strahan	 Tasmania	SRN	
Strasbourg [Entzheim]	 France	SXB	
Strathmore	 CA [Eckert Field]	STH	
Streaky Bay	 South Australia	KBY	
Stronsay	 United Kingdom	SOY	
Stroud	 OK [Stroud Municipal Airport]	SUD	
Struga	 Macedonia	QXP	
Strzhewoi	 Russia	SWT	
Stuart Island	 BC [Stuart Island Water Aerodrome]	YRR	
Stuart Island	 WA [Stuart Island Airpark]	SSW	
Stuart	 FL [Witham Field]	SUA	
Sturdee	 BC	YTC	
Sturgeon Bay	 WI [Door County Cherryland Airport]	SUE	
Sturgis	 MI [Kirsch Municipal Airport]	IRS	
Sturt Creek	 Western Australia	SSK	
Stuttgart [Echterdingen]	 Germany	STR	
Stuttgart [Main Station Downtown]	 Germany	ZWS	
Stuttgart	 AR [Stuttgart Municipal Airport]	SGT	
Stykkisholmur	 Iceland	SYK	
Su Won City	 South Korea	SWU	
Suai	 Indonesia	UAI	
Suavanao	 Solomon Islands	VAO	
Suceava	 Romania	SCV	
Sucre [Juana Azurduy de Padilla]	 Bolivia	SRE	
Sucua	 Ecuador	SUQ	
Sudbury	 ON [Sudbury Airport]	YSB	
Sudureyri	 Iceland	SUY	
Sue Island	 Queensland	SYU	
Suffield	 AB [Suffield Airport]	YSD	
Suffolk	 England [Bentwaters Station]	BWY	
Sugapa	 Indonesia	ZGP	
Sugar Land (Houston)	 TX USA	SGR	
Sui	 Pakistan	SUL	
Suia-Missu	 MT	SWM	
Suki	 Papua New Guinea	SKC	
Sukkertoppen	 Greenland	JSU	
Sukkur	 Pakistan	SKZ	
Sulaco	 Honduras	SCD	
Sulayel	 Saudi Arabia	SLF	
Sule	 Papua New Guinea	ULE	
Sullivan Bay	 BC [Sullivan Bay Water Aerodrome]	YTG	
Sullivan	 IN [Sullivan County Airport]	SIV	
Sullivan	 MO [Sullivan Regional Airport]	UUV	
Sulphur Springs	 TX [Sulphur Springs Municipal Airport]	SLR	
Sumbawa Besar	 Sumbawa	SWQ	
Sumbawanga	 Tanzania	SUT	
Sumbe	 Angola	NDD	
Sumenep	 Indonesia	SUP	
Summer Beaver	 Canada	SUR	
Summerdale	 AL [Summerdale Naval Outlying Field]	NFD	
Summerside	 PE [Summerside Airport]	YSU	
Summerville	 SC [Dorchester County Airport]	DYB	
Summit Lake	 BC	IUM	
Summit	 AK [Summit Airport]	UMM	
Sumter	 SC [Shaw Air Force Base]	SSC	
Sumter	 SC [Sumter Municipal Airport]	SUM	
Sumy	 Sumy	UMY	
Sun Moon Lake	 Taiwan	SMT	
Sun River	 United Kingdom	SUO	
Sun Valley (Hailey)	 ID [Friedman Memorial Airport]	SUN	
Sundance	 WY [Schloredt Airport]	SUC	
Sundsvall [Harnosand]	 Sweden	SDL	
Sungal Pakning	 Indonesia	SEQ	
Sungei Takai	 Malaysia	GTK	
Sungei Tiang	 Malaysia	SXT	
Sunnyvale	 CA [Sunnyvale Airport]	JSV	
Sunyani	 Ghana	NYI	
Superior	 WI [Richard I. Bong Airport]	SUW	
Sur	 Oman	SUH	
Surabaya [Juanda]	 Indonesia	SUB	
Surat Thani	 Thailand	URT	
Surat	 India	STV	
Surfdale	 New Zealand	WIK	
Surfers Paradise	 Queensland	SFP	
Surgut	 Tyumen	SGC	
Suria	 Papua New Guinea	SUZ	
Surigao	 Philippines	SUG	
Sursee	 Switzerland	ZKU	
Susanville	 CA [Susanville Municipal Airport]	SVE	
Suttonhead	 England [Woodbridge RAF Station]	WOB	
Suva [Nausori International]	 Fiji	SUV	
Suzhou	 China	SZV	
Svalbard [Longyearbyen]	 Norway	LYR	
Svay Rieng	 Cambodia	SVR	
Sveg	 Sweden	EVG	
Svolvaer [Helle]	 Norway	SVJ	
Swakopmund	 Namibia	SWP	
Swan Hill	 Victoria	SWH	
Swan River	 MB [Swan River Airport]	YSE	
Swansboro	 NC USA	NJM	
Swansea	 Wales	SWS	
Sweetwater	 TX [Avenger Field]	SWW	
Swift Current	 SK [Swift Current Airport]	YYN	
Swindon	 United Kingdom	SWI	
Sydney	 New South Wales [Aurose Bay]	RSE	
Sydney	 New South Wales [Kingsford Smith]	SYD	
Sydney	 New South Wales [Palm Beach]	LBH	
Sydney	 NS [Sydney Airport]	YQY	
Syktyvkar	 Komi	SCW	
Sylhet [Osmany/Shylet]	 Bangladesh	ZYL	
Sylvania	 GA [Plantation Airpark]	JYL	
Sylvester	 GA [Sylvester Airport]	SYV	
Syracuse	 NY [Syracuse Hancock International Airport]	SYR	
Syros Island	 Greece	JSY	
Szczecin (Stettin) [Goleniow]	 Poland	SZZ	
Tabarka	 Tunisia	TBJ	
Tabatinga	 AM	TBT	
Tabibuga	 Papua New Guinea	TBA	
Tabiteuea North	 Kiribati	TBF	
Tabiteuea South	 Kiribati	TSU	
Tablas	 Philippines	TBH	
Tableland	 Australia	TBL	
Tablon de Tamara	 Colombia	TTM	
Tabora	 Tanzania	TBO	
Tabou	 Ivory Coast	TXU	
Tabriz	 Iran	TBZ	
Tabubil	 Papua New Guinea	TBG	
Tabuk	 Saudi Arabia	TUU	
Tachilek	 Myanmar	THL	
Tacloban	 Philippines	TAC	
Tacna [Coronel Carlos Ciriani Santa Rosa]	 Peru	TCQ	
Tacoma	 WA [McChord Air Force Base]	TCM	
Tacoma	 WA [Tacoma Narrows Airport]	TIW	
Tacuarembo	 Uruguay	TAW	
Tadji	 Papua New Guinea	TAJ	
Tadjoura	 Djibouti	TDJ	
Tadoule Lake	 MB [Tadoule Lake Airport]	YBQ	
Tadoule Lake	 MB [Tadoule Lake Water Aerodrome]	XTL	
Taegu	 South Korea	TAE	
Taejon	 South Korea	QTW	
Tafarovi	 Algeria	TAF	
Taftan	 Pakistan	TFT	
Tagbilaran	 Philippines	TAG	
Taguac	 Guam	WUM	
Tagula	 Papua New Guinea	TGL	
Taharoa	 New Zealand	THH	
Tahneta Pass Lodge	 AK [Tahneta Pass Airport]	HNE	
Tahoua	 Niger	THZ	
Tahsis	 BC [Tahsis Water Aerodrome]	ZTS	
Taichung	 Taiwan	TXG	
Taif	 Saudi Arabia	TIF	
Tainan	 Taiwan	TNN	
Taipei [Chiang Kai Shek]	 Taiwan	TPE	
Taipei [Sung Shan]	 Taiwan	TSA	
Taiping	 Malaysia	TPG	
Taisha	 Ecuador	TSC	
Taitung	 Taiwan	TTT	
Taiyuan [Wuau]	 China	TYN	
Taiz [Ganed]	 Yemen	TAI	
Tak	 Thailand	TKT	
Takaka	 New Zealand	KTF	
Takamatsu	 Japan	TAK	
Takapoto	 French Polynesia	TKP	
Takaroa	 French Polynesia	TKX	
Takhli	 Thailand	TKH	
Takoradi	 Ghana	TKD	
Takotna	 AK [Takotna Airport]	TCT	
Takotna	 AK [Tatalina LRRS]	TLJ	
Taku Lodge	 AK [Taku Lodge Seaplane Base]	TKL	
Talara [Capitan Montes]	 Peru	TYL	
Talasea	 Papua New Guinea	TLW	
Talca	 Chile	TLX	
Taldyqorghan (Taldy Kurgan)	 Taldyqorghan	TDK	
Taliabu	 Indonesia	TAX	
Talkeetna	 AK [Talkeetna Airport]	TKA	
Talknafjordur	 Iceland	TLK	
Talladega	 AL [Talladega Municipal Airport]	ASN	
Tallahassee	 FL [Tallahassee Regional Airport]	TLH	
Tallinn [Yulemiste]	 Estonia	TLL	
Taltal	 Chile	TTC	
Taluqan	 Afghanistan	TQN	
Tamale	 Ghana	TML	
Tamana	 Kiribati	TMN	
Tamanrasset	 Algeria	TMR	
Tamarindo	 Costa Rica	TNO	
Tamatave	 Madagascar	TMM	
Tambacounda	 Senegal	TUD	
Tambao	 Burkina Faso	TMQ	
Tambohorano	 Madagascar	WTA	
Tambolaka	 Indonesia	TMC	
Tambor	 Costa Rica	TMU	
Tambov	 Tambov	TBW	
Tamchakett	 Mauritania	THT	
Tame	 Colombia	TME	
Tamky	 Vietnam	TMK	
Tampa	 FL [Mac Dill Air Force Base]	MCF	
Tampa	 FL [Peter O'Knight Airport]	TPF	
Tampa	 FL [Tampa International Airport]	TPA	
Tampere [Pirkkala]	 Finland	TMP	
Tampico [General Francisco Javier Mina]	 Mexico	TAM	
Tamuin	 Mexico	TSL	
Tamworth	 New South Wales	TMW	
Tan Tan [Plage Blanche]	 Morocco	TTA	
Tanacross	 AK [Tanacross Airport]	TSG	
Tanah Grogot	 Indonesia	TNB	
Tanahmerah	 Indonesia	TMH	
Tanalian	 AK	TPO	
Tanana	 AK [Ralph M. Calhoun Memorial Airport]	TAL	
Tanandava	 Madagascar	TDV	
Tanatoraja	 Indonesia	TTR	
Tanbar	 Queensland	TXR	
Tandag	 Philippines	TDG	
Tandil	 Argentina	TDL	
Tanegashima	 Japan	TNE	
Tanga Island	 Papua New Guinea	WXH	
Tanga	 Tanzania	TGT	
Tangalooma	 Australia	TAN	
Tanger (Tangier) [Boukhalef]	 Morocco	TNG	
Tanjung [Balai]	 Indonesia	TJB	
Tanjung [Santan]	 Indonesia	TSX	
Tanjung Pandan [Buluh Tumbang]	 Indonesia	TJQ	
Tanjung Pinang [Kijang]	 Indonesia	TNJ	
Tanjung Selor	 Borneo	TJS	
Tanjung	 Indonesia	TJG	
Tanna Island	 Vanuatu	TAH	
Taos	 NM [Taos Municipal Airport]	TSM	
Tapachula	 Mexico	TAP	
Tapaktuan	 Indonesia	TPK	
Tapeta	 Liberia	TPT	
Taplejung	 Nepal	TPJ	
Tara	 Queensland	XTR	
Tarakan	 Borneo	TRK	
Tarakbits	 Papua New Guinea	TRJ	
Taramajima	 Japan	TRA	
Taranto	 Italy	TAR	
Tarapaca	 Colombia	TCD	
Tarapaina	 Solomon Islands	TAA	
Tarapoa	 Ecuador	TPC	
Tarapoto	 Peru	TPP	
Tarauaca	 AC	TRQ	
Tarawa [Bonriki]	 Kiribati	TRW	
Tarbela	 Pakistan	TLB	
Tarbes	 France	TFR	
Tarcoola	 South Australia	TAQ	
Taree	 New South Wales	TRO	
Tarfaya	 Morocco	TFY	
Targovishte	 Bulgaria	TGV	
Tari	 Papua New Guinea	TIZ	
Taroom	 Queensland	XTO	
Tarragona [Reus]	 Spain	QGN	
Tartagal [General Enrique Mosc]	 Argentina	TTG	
Tartu	 Estonia	TAY	
Tashkent	 Tashkent [Yuzhny]	TAS	
Tasikmalaya	 Indonesia	TSY	
Tasiujuaq	 QC	YTQ	
Taskul	 Papua New Guinea	TSK	
Tasu	 BC [Tasu Water Aerodrome]	YTU	
Tatakoto	 French Polynesia	TKV	
Tatitlek	 AK [Tatitlek Seaplane Base]	TEK	
Tau Island [Tau Seaplane Base]	 American Samoa	TAV	
Taupo	 New Zealand	TUO	
Tauramena	 Colombia	TAU	
Tauranga	 New Zealand	TRG	
Tauta	 Papua New Guinea	TUT	
Taveuni	 Fiji	TVU	
Tavoy	 Myanmar	TVY	
Tawa	 Tibet	TWY	
Tawau	 Sabah	TWU	
Tawi Tawi	 Philippines	TWT	
Taylor	 AK [Taylor Airport]	TWE	
Taylor	 AZ [Taylor Airport]	TYZ	
Tbilisi	 Abkhazia [Novoalexeyevka]	TBS	
Tchibanga	 Gabon	TCH	
Tchien	 Liberia	THC	
Te Anau	 New Zealand	TEU	
Tebessa	 Algeria	TEE	
Tees Side	 United Kingdom	MME	
Tefe	 MA	TFF	
Tegucigalpa [Toncontin]	 Honduras	TGU	
Tehachapi	 CA [Tehachapi Municipal Airport]	TSP	
Teheran (Theran) [Mehrabad/Qualeh Morgeh Airport]	 Iran	THR	
Tehuacan	 Mexico	TCN	
Tekadu	 Papua New Guinea	TKB	
Tekamah	 NE [Tekamah Municipal Airport]	TQE	
Tekin	 Papua New Guinea	TKW	
Tel Aviv [Ben Gurion]	 Israel	TLV	
Tel Aviv	 [Sde Dov]	SDV	
Tela	 Honduras	TEA	
Telefomin	 Papua New Guinea	TFM	
Telegraph Creek	 BC [Telegraph Creek Aerodrome]	YTX	
Telemaco Borba	 PR	TEC	
Telfer	 Western Australia	TEF	
Telida	 AK	TLF	
Teller	 AK [Teller Airport]	TLA	
Telluride	 CO [Telluride Regional Airport]	TEX	
Telluride	 CO	ZTL	
Telupid	 Malaysia	TEL	
Teminabuan	 Indonesia	TXM	
Temora	 New South Wales	TEM	
Temple	 TX [Draughon-Miller Municipal Airport]	TPL	
Temuco	 Chile	ZCO	
Tenakee Springs	 AK [Tenakee Air Force Base]	TKE	
Tenerife	 Canary Islands [Los Rodeos]	TFN	
Tenerife	 Canary Islands	TCI	
Tengah [Tengah RAF Station]	 Singapore	TGA	
Tenkodogo	 Burkina Faso	TEG	
Tennant Creek	 Northern Territory	TCA	
Teofilo Otoni	 MG	TFL	
Tepic	 Mexico	TPQ	
Teptep	 Papua New Guinea	TEP	
Terapo	 Papua New Guinea	TEO	
Terceira	 Azores [Aeroporto das Lajes]	TER	
Terceira	 Azores [Lajes Naval Air Station]	LFB	
Teresina	 PI	THE	
Teresopolis	 RJ	QHT	
Termiz (Termes)	 Surkhondaryo	TMZ	
Ternate	 Indonesia	TTE	
Ternopil (Ternopol)	 Ternopil	TNL	
Terrace Bay	 ON [Terrace Bay Airport]	YTJ	
Terrace	 BC [Terrace Airport]	YXT	
Terre de Bas	 Guadeloupe	HTB	
Terre Haute	 IN [Hulman Regional Airport]	HUF	
Terrell	 TX [Terrell Municipal Airport]	TRL	
Terror Bay	 AK [Terror Bay Seaplane Base]	KTY	
Teslin	 YT [Teslin Airport]	YZW	
Tessenei	 Ethiopia	TES	
Tete-a-la-Baleine	 QC [Water Aerodrome]	ZTB	
Tete [Chingozi]	 Mozambique	TET	
Tete	 Mozambique	TCV	
Tetebedi	 Papua New Guinea	TDB	
Teterboro	 NJ [Teterboro Airport]	TEB	
Tetiaroa Island	 French Polynesia	TTI	
Tetlin	 AK [Tetlin Airport]	TEH	
Tetouan (Tetuan) [Sania Ramel]	 Morocco	TTU	
Tewantin	 Queensland	TWN	
Texarkana	 AR [Texarkana Regional Airport-Webb Field]	TXK	
Tezpur	 India	TEZ	
Tezu	 India	TEI	
Thaba'Nchu	 South Africa	TCU	
Thaba Tseka	 Lesotho	THB	
Thakhek	 Laos	THK	
Thakurgaon	 Bangladesh	TKR	
Thangool/Biloela	 Queensland	THG	
Thanjavur	 India	TJV	
Thargomindah	 Queensland	XTG	
The Bight	 Bahamas	TBI	
The Dalles	 OR [The Dalles Municipal Airport]	DLS	
The Pas	 MB [The Pas Airport]	YQD	
Theodore	 Queensland	TDR	
Thermal	 CA [Thermal Airport]	TRM	
Thermopolis	 WY USA	THP	
Thessaloniki (Saloniki) [Mikra]	 Greece	SKG	
Thicket Portage	 MB [Thicket Portage Airport]	YTD	
Thief River Falls	 MN [Thief River Falls Regional Airport]	TVF	
Thingeyri	 Iceland	TEY	
Thisted	 Denmark	TED	
Thohoyandou	 Venda	THY	
Thomaston	 GA [Reginald Grant Memorial Airport]	RGD	
Thomasville	 GA [Thomasville Municipal Airport]	TVI	
Thompson Falls	 MT [Thompson Falls Airport]	THM	
Thompson	 MB [Thompson Airport]	YTH	
Thorne Bay	 AK [Thorne Bay Seaplane Base]	KTB	
Thorshofn	 Iceland	THO	
Thousand Oaks	 CA [R I Science Center Helistop]	JTO	
Thredbo	 New South Wales	QTH	
Three Rivers	 MI [Three Rivers Mun. Airport]	HAI	
Thule [Thule Air Base]	 Greenland	THU	
Thumrait	 Oman	TTH	
Thunder Bay	 ON [Thunder Bay Airport]	YQT	
Thursday Island	 Queensland [Horn Island Airport]	TIS	
Thylungra	 Queensland	TYG	
Tianjin [Zhangguizhuang]	 China	TSN	
Tiaret [Bou Chekif]	 Algeria	TID	
Tibooburra	 New South Wales	TYB	
Tibu	 Colombia	TIB	
Tichitt	 Mauritania	THI	
Tidjikja	 Mauritania	TIY	
Tifton	 GA [Henry Tift Myers Airport]	TMA	
Tiga	 New Caledonia	TGJ	
Tignes	 France	TGF	
Tijuana [General Abelardo L. Rodriguez]	 Mexico	TIJ	
Tikal	 Guatemala	TKM	
Tikapur	 Nepal	TPU	
Tikchik	 AK [Tikchik Lodge]	KTH	
Tikehau Atoll	 French Polynesia	TIH	
Tiko	 Cameroon	TKC	
Tiksi	 Yakutia-Sakha [Bukhta Tiksi Ice Strip]	IKS	
Tilfalmin	 Papua New Guinea	TFA	
Tilin	 Myanmar	TIO	
Timaru	 New Zealand	TIU	
Timbauba	 PE	QTD	
Timbedra	 Mauritania	TMD	
Timber Creek	 Australia	TBK	
Timbiqui	 Colombia	TBD	
Timbunke	 Papua New Guinea	TBE	
Timika (Timuka)/Tembagapura	 New Guinea	TIM	
Timimoun	 Algeria	TMX	
Timisoara [Giarmata]	 Romania	TSR	
Timmins	 ON [Timmins Airport]	YTS	
Tin City	 AK [Tin City LRRS]	TNC	
Tinak [Tinak Airport]	 Marshall Islands	TIC	
Tindouf	 Algeria	TIN	
Tingo Maria	 Peru	TGI	
Tingwon	 Papua New Guinea	TIG	
Tinian (Peipeinimaru) [West Tinian Airport]	 Mariana Islands	TIQ	
Tioga	 ND [Tioga Municipal Airport]	VEX	
Tiom	 New Guinea	TMY	
Tioman	 Malaysia	TOD	
Tippi	 Ethiopia	TIE	
Tiputini	 Ecuador	TPN	
Tirana	 Albania	TIA	
Tiree Island	 United Kingdom	TRE	
Tirgu Mures [Vidrasau]	 Romania	TGM	
Tirija (Tarija) [Capitan Oriellea Plaza]	 Bolivia	TJA	
Tirinkot	 Afghanistan	TII	
Tiruchirapally	 India	TRZ	
Tirupati	 India	TIR	
Tisdale	 SK [Tisdale Aerodrome]	YTT	
Titusville	 FL [Space Center Executive Airport]	TIX	
Tivat	 Yugoslavia	TIV	
Tizimin	 Mexico	TZM	
Tlemcen (Tilimsen) [Zenata]	 Algeria	TLM	
Tlokoeng	 Lesotho	TKO	
Tobago (Scarborough)	 Tobago Is. [Crown]	TAB	
Tobermory	 United Kingdom	TYP	
Tobol'sk	 Tyumen	TOX	
Tobruk	 Libya	TOB	
Tocache	 Peru	TCG	
Toccoa	 GA [Toccoa R. G. Letourneau Field]	TOC	
Tocoa	 Honduras	TCF	
Tocopilla	 Chile	TOQ	
Tocumwal	 New South Wales	TCW	
Tofino	 BC [Tofino Airport]	YAZ	
Tofino	 BC [Tofino Water Aerodrome]	YTP	
Togiak Fish	 AK	GFB	
Togiak	 AK [Togiak Airport]	TOG	
Tok	 AK [Tok Airport]	TKJ	
Tokeen	 AK [Tokeen Seaplane Base]	TKI	
Toksook Bay	 AK [Toksook Bay Airport]	OOK	
Tokuno Shima	 Japan	TKN	
Tokushima	 Japan	TKS	
Tokyo [Haneda]	 Japan	HND	
Tokyo [Metropolitan Area]	 Japan	TYO	
Tokyo [Narita]	 Japan	NRT	
Tol	 Papua New Guinea	TLO	
Toledo	 OH [Metcalf Field]	TDZ	
Toledo	 OH [Toledo Express Airport]	TOL	
Toledo	 PR	QTO	
Toledo	 PR	TOW	
Toledo	 WA [Winlock Ed Carlson Memorial Field]	TDO	
Tolitoli	 Indonesia	TLI	
Tolu	 Colombia	TLU	
Toluca [Licenciado Adolfo Lopez Mateos]	 Mexico	TLC	
Tom Price	 Western Australia	TPR	
Tomanggong	 Malaysia	TMG	
Tombouctou	 Mali	TOM	
Tompkinsville	 KY [Tompkinsville-Monroe County Airport]	TZV	
Tomsk	 Tomsk [Bogashevo]	TOF	
Tonghua	 China	TNH	
Tongliao	 China	TGO	
Tongoa	 Vanuatu	TGH	
Tonopah	 NV [Tonopah Airport]	TPH	
Tonopah	 NV [Tonopah Test Range Airport]	XSU	
Tonu	 Papua New Guinea	TON	
Toowoomba	 Queensland	TWB	
Topeka	 KS [Forbes Field]	FOE	
Topeka	 KS [Philip Billard Municipal Airport]	TOP	
Torino (Turin) [Caselle]	 Italy	TRN	
Torokina	 Papua New Guinea	TOK	
Toronto	 ON [Buttonville Airfield]	YKZ	
Toronto	 ON [Downsview Airport]	YZD	
Toronto	 ON [Lester B. Pearson International Airport]	YYZ	
Toronto	 ON [Metropolitan Area]	YTO	
Toronto	 ON [Toronto Downtown Heliport]	YBZ	
Toronto	 ON [Toronto Island Airport]	YTZ	
Tororo	 Uganda	TRY	
Torrance	 CA [Torrance Municipal Airport]	TOA	
Torremolinos	 Spain	UTL	
Torreon	 Mexico	TRC	
Torres	 Vanuatu	TOH	
Torrington	 WY [Torrington Municipal Airport]	TOR	
Torsby [Fryklanda]	 Sweden	TYF	
Tortola [Road Town Seaplane Base]	 British Virgin Islands	RAD	
Tortola	 Beef Is.	EIS	
Tortoli	 Sardinia	TTB	
Tortuquero	 Costa Rica	TTQ	
Torwood	 Queensland	TWP	
Totness	 Suriname	TOT	
Tottori	 Japan	TTJ	
Touba	 Ivory Coast	TOZ	
Tougan	 Burkina Faso	TUQ	
Touggourt [Sidi Mahdi]	 Algeria	TGR	
Touho	 New Caledonia	TOU	
Toulon/Hyeres [La Palyvestre]	 France	TLN	
Toulouse [Blagnac]	 France	TLS	
Tour Sinai City	 Egypt	ELT	
Tours [Saint-Symphorien]	 France	TUF	
Toussus-Le-Noble	 France	TNF	
Townsville	 Queensland	TSV	
Toyama	 Japan	TOY	
Tozeur [Nefta]	 Tunisia	TOE	
Trabzon [Trabzon Air Base]	 Turkey	TZX	
Tracy	 CA [Tracy Municipal Airport]	TCY	
Trang	 Thailand	TST	
Trapani [Birgi]	 Italy	TPS	
Trapani	 Papua New Guinea	TPI	
Traralgon	 Victoria	TGN	
Traverse City	 MI [Cherry Capital Airport]	TVC	
Treasure Cay	 Abaco	TCB	
Tree Point	 AK	TRP	
Treinta y Tres	 Uruguay	TYT	
Trelew [Almirante Zar]	 Argentina	REL	
Tremonton	 UT [Tremonton Municipal Airport]	TRT	
Trenton	 MO [Trenton Municipal Airport]	TRX	
Trenton	 NJ [Mercer County Airport]	TTN	
Trenton	 ON [Trenton Airport]	YTR	
Trenton	 TN [Gibson County Airport]	TGC	
Tres Arroyos	 Argentina	OYO	
Tres Coracoes	 MG	QID	
Tres Esquinas	 Colombia	TQS	
Tres Lagoas	 MT	WKU	
Tres Rios	 RJ	QIH	
Treviso [Heliport]	 Italy	QTV	
Treviso [S. Angelo]	 Italy	TSF	
Tri-Cities (Bristol/Johnson City/Kingsport)	 TN USA	TRI	
Trieste [Ronchi dei Legionari]	 Italy	TRS	
Trigo de Morais	 Mozambique	TGS	
Trincomalee	 Sri Lanka	TRR	
Trinidad [Teniente Jorge Henrich Arauz]	 Bolivia	TDD	
Trinidad	 CO [Perry Stokes Airport]	TAD	
Trinidad	 Colombia	TDA	
Trinidad	 Cuba	TND	
Triple Island	 BC	YTI	
Tripoli [Idris]	 Libya	TIP	
Tripoli	 Lebanon	KYE	
Trivandrum [International]	 India	TRV	
Trois-Rivieres	 QC [Trois-Rivieres Airport]	YRQ	
Trollhattan	 Sweden	THN	
Tromso [Langnes]	 Norway	TOS	
Trona	 CA [Trona Airport]	TRH	
Trondheim [Vaernes]	 Norway	TRD	
Troy	 AL [Troy Municipal Airport]	TOI	
Truckee	 CA [Truckee-Tahoe Airport]	TKF	
Trujillo	 Honduras	TJI	
Trujillo	 Peru	TRU	
Truk Island (Weno Island) [Chuuk International Airport]	 Micronesia	TKK	
Truth or Consequences	 NM USA	TCS	
Tsaratanana	 Madagascar	TTS	
Tsewi	 Papua New Guinea	TSW	
Tshikapa	 Zaire	TSH	
Tshipise	 South Africa	TSD	
Tsili Tsili	 Papua New Guinea	TSI	
Tsiroanomandidy	 Madagascar	WTS	
Tsumeb	 Namibia	TSB	
Tsushima	 Japan	TSJ	
Tuba City	 AZ [Tuba City Airport]	TBC	
Tubala	 Panama	TUW	
Tubuai	 Tubuai Islands	TUB	
Tucson	 AZ [Avra Valley Airport]	AVW	
Tucson	 AZ [Davis-Monthan Air Force Base]	DMA	
Tucson	 AZ [Tucson International Airport]	TUS	
Tucuma	 Brazil	TUZ	
Tucuman (San Miguel Tucuman) [Teniente Ben Matienz]	 Argentina	TUC	
Tucumcari	 NM [Tucumcari Municipal Airport]	TCC	
Tucupita	 Venezuela	TUV	
Tucurui	 PA	TUR	
Tufi	 Papua New Guinea	TFI	
Tuguegarao	 Philippines	TUG	
Tuktoyaktuk	 NT [Tuktoyaktuk Airport]	YUB	
Tulagi	 Solomon Islands	TLG	
Tulare	 CA [Mefford Field]	TLR	
Tulcan [El Rosal-Col. L.M. Guerrero]	 Ecuador	TUA	
Tulcea	 Romania	TCE	
Tulear	 Madagascar	TLE	
Tuli Lodge	 Botswana	TLD	
Tullahoma	 TN [Arnold Air Force Base]	TUH	
